comment_id	comment_text	Label	Rationale	model_prediction
313410	What useless people.	Toxic	['s', 'useless']	Toxic
313705	Pathetic parents!	Toxic	['Pathetic parents']	Toxic
313927	For all ye overly concerned...A great way to decrease your personal carbon footprint? Kill Yourself.	Toxic	['Kill Yourself']	Toxic
314334	Amen! If you don't want Wendy's don't go there, doesn't mean the rest of us that DO want it can't go there! I eat whatever I please and I'm never going to be fat. Stupid people...	Toxic	['Stupid']	Toxic
314352	What idiot had Bush or Rubio leading the pack at this stage? Some mainstream Republican? Trump is a dream come true--for the Democratic party--the party of the political center. He was never dead in the water since Republicans' stupidity knows no bounds.	Toxic	['idiot', 'stupidity']	Toxic
314978	They want to put those awful roundabouts on Franklin now, too? Damn it. Yet another area I'll have to avoid.	Toxic	['Damn']	Toxic
315307	darn tootin they were right to be concerned.  our generation has to carry a large proportion of that valid concern.  WE were the ones that gave birth to some of these dip sticks out there.	Toxic	['darn']	Non_Toxic
315399	It's a celebration of accomplishment bozo. Having a child is not a ball & chain, she/he is a blessing from God. Get your head out of your ass and see the good all around you rather than being a judgmental prick.	Toxic	['prick', 'judgmental prick', 'Get your head out of your ass']	Non_Toxic
315709	Roll a vehicle in a neighborhood = drunk, stupid or both. He's one lucky guy. Kudos to the citizens who helped out.	Toxic	['stupid']	Toxic
315828	If you gave one rats ass about your brother you would drag him into your home and not post BS here full of excuses. Next when he is dead, you will post, I wish I really gave  a rats ass to put up with him and took a stand and the effort to give him a chance despite the problem it would cause me.  Don't like it, then feel the suck.	Toxic	['suck', 'ass', 'BS', 'I really gave a rats ass']	Toxic
316304	An unusually large wretched hive of scum and villainy.	Toxic	['scum']	Toxic
316418	Qualifies as an imbecilic non sequitur	Toxic	['imbecilic']	Toxic
316526	Only because he knows that first and foremost,  'It's about America... Stupid'. Everything else is completely secondary.	Toxic	['Stupid']	Non_Toxic
316644	And a slur on morons as well!	Toxic	['morons']	Toxic
316949	Another fool pipes in.	Toxic	['Another fool pipes in', 'fool']	Toxic
317839	Shit fuck ass....nope, not fixed.	Toxic	['Shit fuck ass']	Toxic
318266	@Researchers - Can't you make a point without personal attacks?  Never mind, I know the answer.  Those who disagree with you are fools, and dragging kids into your narrative is perfectly fair. I can only assume you are voting for your mentor Donald Trump come November.	Toxic	['fools', 'dragging kids']	Toxic
318601	She was post-Beat Beat.  Literary yet fuck it all.  Like Neil Cassady, Kerouac.	Toxic	['fuck', 'fuck it']	Toxic
318641	Stupid collage students... YOU'RE NOT GOING TO EARN A LIVING MAKING COLLAGES, IDIOTS.	Toxic	['Stupid', 'IDIOTS', 'Stupid collage students']	Toxic
319272	Right on very right about all rude jerks coming here just for a hand out.	Toxic	['jerks', 'hand']	Toxic
319519	A weirdo in a suit is still a weirdo	Toxic	['weirdo']	Non_Toxic
319587	it never ceases to amaze me how so many people in Oregon today are void of intelligence, logic, common sense, and need the obvious explained to them. Property taxes are pricing people out of affordable housing and onto the streets. Inflicting suffering because our schools need funding is not only sick and socially demented, it is moronic. As moronic as the retarded monkeys who run the Register Guard, who will publish these statements in my op-ed letters, but then the political correct morons running this online forum censor.	Toxic	['Property taxes']	Toxic
319987	Charlie Kinnavak = LOSER!!!	Toxic	['LOSER']	Toxic
320374	Good grief!  Motion Sprinklers are a very effective way to keep stray cats out of the yard. I never thought about how it could be used to deter people.You can't talk common sense to a cat, however they know what they don't like (getting wet)but cats wouldn't take a golf club and try to end the life of a sprinkler or unhook a garden hose and throw it in the street. Yes  these people are homeless, mentally ill,  intoxicated  But it's NOT OK  to harass, bully and cause damage  Intentionally damaging other people's property  is criminal, mean and needs to be addressed by law enforcement. Doesn't matter if they are homeless or the  idiot Trump. This isn't really a City of Eugene political problem. It's a behavioral issue.. a societal concern that happens all over the Country and the world.  Setting standards for behavior? Well, that starts fairly early in life, not by putting it in a law, but by the circuit in the each human brain. It's  the difference between choosing right from wrong.	Toxic	['idiot', 'idiot Trump']	Toxic
320403	Their is so much additional garbage tagged on everybill that the Its dishonest to just say LGBT was voted down how about telling us what other bull was shoveled into the bill	Toxic	['garbage']	Toxic
320562	i'm ashamed to say that i voted for a few of these clowns, won't make that mistake again.	Toxic	['ashamed', 'clowns']	Non_Toxic
320566	The bloody hand of Islamic extremism strikes again.  The Islamists want to bring down Egypt's economy, so that the current secular military government can be overthrown, and an Islamic government established.   And the best way to do that is to destroy Egypt's tourism.  Expect terror attacks on tourists themselves to happen in the coming months.	Toxic	['Islamic']	Toxic
320580	Well, actually dumba** I go back to Cowper days and I still live in Alaska.   I spent thirty years dealing with idiots like you, and most of the time I won.	Toxic	['idiots', 'dumba']	Toxic
320613	Just about the only thing I miss about my old job is the opportunity to toy with people like you; it is kinda' like a cat keeping a rat along as possible just so it can have some more fun.  I miss it.   Maybe I'll come back to government just so I can take out useless mouths like you.	Toxic	['useless']	Toxic
320669	Liberals are just useful idiots and aren't even fun to play with.   The serious apparatchiks are a bit of a challenge and there is some sport in that.	Toxic	['idiots']	Toxic
320676	Something has got to give.  It's either going to be giving up part of the dividend or paying income or sales taxes.  I agree that the tax credits are an abomination but  Ms. Drummond is in a state of denial over the inevitable and unavoidable future of having to reinstate some sort of state tax.  NO other state that I'm aware of gives out pfds.   The state or two that I am aware of that doesn't have a sales tax or an income tax are always walking a thin line , battling bankruptcy,  relying on the federal government and letting the states go into a run down slum.  Something has to give,  and some sort of blanket tax for everyone has to be re-instated.  Don't be such a coward Drummond,   if you lose a few votes over it,  oh well  you've already lost votes over the whole legislative session anyway..........	Toxic	['coward']	Toxic
321117	What in the heck are you talking about?  This has absolutely nothing to do with the government or Obama.  This is entirely a result of TSA's inability to adjust to modern spending habits.  Look how many Amazon boxes show up in your neighborhood everyday.  Your prejudice is unmistakeable and completely idiotic.	Toxic	['idiotic']	Toxic
321186	Stupid outsiders. Stay out of the woods!	Toxic	['Stupid']	Toxic
321395	This is so stupid.	Toxic	['stupid']	Toxic
321589	Haha, definitely white trash.	Toxic	['white trash', 'Haha']	Toxic
321595	obviously the woman has not seen the video of hillarys lies, its about 20 minutes long on youtube. anybody voting for her after watching it is pure stupid.	Toxic	['stupid']	Toxic
321716	Bull shit he should be in prison, Obama and Hillary same cell.	Toxic	['shit', 'Bull shit']	Toxic
322102	Go away lying troll. You don't know Dearborn from dog shit.	Toxic	['Dearborn', 'shit', 'dog shit']	Toxic
322182	Oh, you're a riot. That question is a,very stupid question. Japan was not going to surrender. The bomb stopped the war and saved lives.	Toxic	['stupid']	Toxic
322283	Great,  Didn't we have enough problems with that idiot trying up air traffic last September?	Toxic	['idiot']	Toxic
322784	"Alaskans, not ""Alaskan's."" They would never put a headline with such a poor grasp of the English language in the ADN. Moron."	Toxic	['poor grasp', 'Moron']	Toxic
323009	likely sage rats	Toxic	['rats']	Non_Toxic
323367	And there are a bunch of idiots who want the government to run our healthcare.	Toxic	['idiots', 'bunch']	Toxic
323603	"Your military displays your ""rag"" when invading other countries. So, you can display it in other countries but other people can't in your country? Yep, racist as fuck..."	Toxic	['fuck']	Toxic
323620	Chuck sucks.	Toxic	['sucks', 'Chuck sucks']	Toxic
323711	You've been a climber for a long time I believe. We both know the guy is, sadly, passed away in the wild. Stories like this don't end well, and that comment makes Todd Schroeder a f*ckin asshole.	Toxic	['asshole', 'f*ckin asshole']	Toxic
323798	"_""the bogeyman of a Trump presidency will not be enough to motivate many Sanders supporters to turn out and vote for her.""_ I have more faith in people and don't expect a significant number of Sanders supporters to be stupid enough to help Trump become president. -- Paul"	Toxic	['supporters', 'stupid']	Toxic
323820	"CIVIL BOT:Says: ""Greetings! I've detected a higher than average rate of questionable voting activity on your account. Trustworthy ""civil/uncivil"" ratings are important for our community; accounts with a pattern of unfair voting will be restricted."" me: How dare you question my ethics? You are mindless, I have mine. ALLmost all remarks are civil, and I have reported SPAM. And you jerked me around on that. NOW I AM REPORTING YOU, MORON."	Toxic	['MORON']	Toxic
324313	The most worthless president in history has used race to forward his sick agenda. Obama is the ultimate bigot.	Toxic	['worthless', 'The most worthless president in history has used race to forward his sick agenda. Obama is the ultimate bigot']	Toxic
324795	This is why people have shotguns ready for losers who are stupid enough to try these stunts. A better ending would have been if the victim had blown the perps heads off.	Toxic	['stupid', 'losers']	Toxic
325441	The result of people who believe the government ( The United States of America ) owes them a better life. When In actuality it is the essence of stupidity. If you want to be a part of,America, Life, Liberty and Pursuit of Happiness. you have to work at it. If this was the result of students from any school in America that school should be ashamed of itself.	Toxic	['stupidity']	Toxic
325448	$10,000 to clean up, disgusting stop offering  lame excuses.   No excuse for leaving such a mess none.  Pigs	Toxic	['Pigs', 'disgusting', 'excuses']	Toxic
325514	Yeah if he is going to fix a bunch of no nonsense words then lets start that list. That should keep him busy until the end of his term and beyond. I guess he really wants to go out as a true dumb ass	Toxic	['dumb ass']	Toxic
325942	the stupidity of these people is overwhelming. they have a bag of drugs on the floor, and they are speeding. ? uuuhhhh	Toxic	['stupidity', 'the stupidity of these people']	Toxic
327386	Who the hell just abandons tents and gear?  Even if you're wealthy that is weird behavior by this group of swine.	Toxic	['hell', 'group of swine', 'swine']	Toxic
327588	I'm pretty sure idiotic irresponsible behavior goes across party lines. I was with you up until you tried to make it political.	Toxic	['idiotic', 'idiotic irresponsible behavior']	Toxic
327878	This is a good reason to pack your own heat no matter where you are at.  It could have been gang related but still, always be ready to defend yourself and others from these idiots.  #defendthesecondamendment	Toxic	['idiots']	Toxic
328040	its amazing how stupid these people are in the middle east.	Toxic	['stupid']	Toxic
328303	First time gun carrier just look for the dumbest things to take another persons life. Oh look how Macho I am, I have a gun... You looked at wrong, I'm a tough gangbanger. I have to shoot you now since I don't know how to fight.	Toxic	['shoot you', 'to take another persons life', 'I have to shoot you', 'gun']	Toxic
328332	These are the kind of knee-jerk reactions that get people dead. Must we all go around with eyes down so as to not engage another person who may decide to shoot you? Gun Culture sucks.	Toxic	['These', 'sucks']	Toxic
328403	After watching anti Trump protesters burn buildings, jump on police cars, burn the American flag, and promote their children to use foul language torward trump supporters..... Garrison asks if we're worried about trump...? What a complete idiot.	Toxic	['children', 'American', 'idiot']	Toxic
328462	That's program that should be put in place in India, Appalachia and other places where poverty, starvation and disease is endemic.  Oh, and also in places where the feral human population is destroying the environment, including killing certain species into extinction. Whats good for the goose is good for the gander. Unless, of course you're a giant hypocrite.	Toxic	['program', 'hypocrite']	Toxic
328504	"Yeah, that darned President.  He takes that whole ""leader of the free world"" thing so seriously.  He should take a cue from Congress and sit around doing nothing all day."	Toxic	['darned']	Non_Toxic
328582	What's the point of fishing if you are going to release the fish? That's stupid.	Toxic	['stupid']	Toxic
328617	I'm sure some drunk moron will start another one soon.	Toxic	['moron']	Toxic
328684	stupid killing stupid should remind people that stupid has no boundaries.	Toxic	['stupid killing stupid', 'stupid', 'killing']	Toxic
328819	exactly. wait until these worthless punks start burning up Cleveland. they will cinch the election for trumpster after real americans watch these idiots on tv after a long days work.	Toxic	['idiots']	Toxic
328939	Poor KK, such much hate, so few brains.	Toxic	['few brains']	Toxic
329142	Two dumbs makes one dead.  Happens all too frequently.	Toxic	['dumbs', 'one dead']	Toxic
329203	Shaggy's older brother and an original member of the group. Utsler, a heroin addict, later takes sporadic work in the group's warehouse before dying of a seizure in 2015. no matter how true this maybe I don't see the need of saying it FTFO you wack ass bitch anyone with the internet can write a history of ICP me I lived it and have been keeping ICP the music the Gatherings Juggalos and Juggalettes alive for 19 years if you a real Lo you wouldn't have put that out their but maybe you are a real Juggalo just a real dumb one I'm out this bitch	Toxic	['heroin addict', 'bitch', 'ass bitch']	Toxic
329309	You do not need to be a drunk to be a moron.	Toxic	['moron']	Toxic
329317	"So, since the wars are over, the cruise missile attack into Afghanistan which killed the leader of the Taliban last week must be a war crime .  It was specifically authorized by President Obama according to his press secretary. What other justification is there for killing an Afghani leader in negotiations with the Pakistani government to cease hostilities while he is driving through Pakistan after receiving medical attention in Iraq if it is not during a 'war'?   And the cruise missile attacks into Yemen to support the Saudis and the daily bombings in Iraq from Italy by our Air Force and from our aircraft carriers are also post-war atrocities.   No.  Tom, the wars are not over, just being conducted with different weapons and fewer deaths---at least of our people. You are doing a Bill Clinton - trying to define a word so it meets your needs, not the reality recognized by non-believers.  ""I did not have sexual relations with that woman!""   These are not 'wars'!  Ludicrous. Pathetic"	Toxic	['killing', 'sexual', 'Ludicrous', 'Pathetic']	Toxic
329332	Stupid idea...come up with any privatized govt. service that actually saves govt. money....	Toxic	['Stupid', 'Stupid idea']	Toxic
329535	It's one thing to not like a restaurant. It's another thing to be a total ass about it. The photos are not good and this review is self important and ridiculous.	Toxic	['ass', 'ridiculous']	Toxic
329590	Trump looks like the devil in a suit to me.	Toxic	['the devil']	Toxic
329684	He11 just cut through the chase of the fog. The Democrats voted for a skin color in Obama and now they look to vote for a pair of ovaries in Clinton that =’s Political Correct idiots in over drive.	Toxic	['He11 just cut through the chase of the fog. The Democrats voted for a skin color in Obama and now they look to vote for a pair of ovaries in Clinton that =’s Political Correct idiots in over drive', 'idiots']	Toxic
329980	The guy's a damn cop, so what do you expect?	Toxic	['damn', 'damn cop']	Toxic
330442	"Decades ago, Ted Stevens standing in the clown tent that is the Alaska Legislature, told the fools in Juneau that unless they did something to align state law with federal law the state was going to lose control of game management on federal lands. The clowns said, ""No.""  Maybe when Dumb Dumb Donald is POTUS he will build a wall or something..."	Toxic	['clown', 'fools', 'POTUS']	Toxic
330634	Slap huge fines on the idiots who lure the sign holders into the street to give them $. This is illegal & causes a huge  safety issue especially when the light turns green & a do gooder is fumbling for a dollar bill to give them. See this constantly. They're going to spend it on alcohol & tobacco. It's not like they have bills to pay.	Toxic	['Slap huge fines on the idiots who lure the sign holders into the street to give them $', 'idiots']	Toxic
330726	Why do you support the work of the terrorists Richard.  Your average PETA member is a idiotic moron	Toxic	['idiotic', 'moron', 'terrorists', 'idiotic moron']	Toxic
330894	"Young sez: restrict the availability of information about environmental impact statements to individuals and entities, like tribes and state and local governments, who live in the ""affected area."" What kind of crap is that? Republican crap!"	Toxic	['crap', 'Republican crap']	Toxic
331099	Spice will never be the same problem as hard drugs (Coke, Heroin, Meth).  Existing hard drugs turn people into crack heads and junkies for many years, maybe even a decade before they die or get clean.  Spice kills it's users quickly, this Spice epidemic will be over in a couple years, people stupid enough to use it will die.	Toxic	['stupid']	Toxic
331172	"""In doing so, they cite oil industry assurances that...""   The only way they could be stupid enough to believe those assurances is if they're paid to believe them."	Toxic	['stupid']	Toxic
331310	"""...darn near...""?   You're too kind, Mark."	Toxic	['darn near']	Non_Toxic
331346	UTTER GARBAGE !!	Toxic	['GARBAGE']	Toxic
331387	"The thought of Clinton as president makes me retch. Its ironic that a country that touts itself as the richest, most powerful, best place to live has offered us a lying, thieving, crooked bitch and a narcissistic, greedy, erratic (albeit successful) businessman to select from for the position of ""Commander and Chief"" of the free world. You'd think we could do better. The pivotal factor likely will be who they select for VP. If I were Clinton I'd select Sanders. If I were Trump it'd be Neut who was (is)generally a highly respected, politically savvy leader who will ostensibly add stability to an otherwise unstable candidate."	Toxic	['narcissistic', 'lying', 'erratic', 'thieving', 'bitch', 'greedy', 'crooked']	Toxic
331663	Amarcas, this guys where cut loose by somebody else, why don't you go after that/those idiots and leave this guy alone?	Toxic	['idiots']	Toxic
331708	Don't bankrupt our state with this stupid BS 21 corporate welfare garbage.  Vote these Senators out!	Toxic	['stupid', 'garbage']	Toxic
331984	"I could care less if you ""disagree"".  Google it and see for yourself.  What about the scum that knowingly and willingly buys the stuff?  What should be done with them?  The ""scum"" that sells it would not be selling it if there weren't ""scum"" willing to fork over the $$$ to buy it."	Toxic	['scum']	Toxic
332778	This idiot sent straight from writing articles about how Trump can't win the primary to how Trump can't win the general election.  He is just another idiot in his own fantasy land with no toe in the pool of reality.	Toxic	['idiot']	Toxic
333085	Those stupid liberals are just awful!!! I mean, how can they think that its fair to infringe on our rights to shoot the gay and latino and black people, and keep the women in the kitchen! I mean, isn't it just an outrage to assume that these people have civil rights???	Toxic	['tupid liberals', 'gay', 'black people', 'latino', 'awful', 'shoot']	Toxic
333821	Damn right, man! The Feminist crap has reached it's peak and the real men are moving on to enriching their own lives, instead of being henpecked and held back for someone that just wants their money anyway. Plenty of beta guys out there that will take that crap and end up hating life, instead of taking the time to find out what they really want and enjoying life.	Toxic	['Damn', 'crap']	Toxic
334399	I grew up in Kaltag, Kwigillingok and Klukwan, and also lived on a homestead on the Glenn Highway for a few years as a young adult. NEVER saw so many moose as I have right in the middle of Anchorage. It's ridiculous.	Toxic	['ridiculous']	Non_Toxic
334557	The day is young, Dave.  I have faith that Dean can raise his game in the 'stupid comments' department.  Oh...I see that he already did.	Toxic	['stupid']	Toxic
334609	Martin Ciznar- I am you've accomplished much more in your shitty little life. Let's the artists be...	Toxic	['shitty little life']	Toxic
334743	Bullshit. It adds nothing to the subject.	Toxic	['Bullshit']	Toxic
335161	I presume you know that your statement is idiotic.  If not, I do feel sorry for you.	Toxic	['idiotic', 'I presume you know that your statement is idiotic']	Toxic
335205	Sleeping, suicide or alcohol?  I wonder which, or combination of them lead to this?	Toxic	['Sleeping, suicide or alcohol']	Toxic
335448	Im trying to get one of them to anwser that question, but she keeps steering away from the subject and posting emotional drivel in place. I dont believe for one second that her father is a biologist. She is a liar	Toxic	['liar']	Toxic
335818	If the man was a nigger, he should have been shot, not punched!	Toxic	['not punched', 'nigger', 'he should have been shot, not punched']	Toxic
336136	Really? I haven't noticed that about the President at all.  He's an excellent speaker.  But the bigger problem is the sheer ridiculousness of you trying to compare Palin with Obama.  It only highlights how lost in the bubble you are. Really, dude,  get a clue.	Toxic	['ridiculousness']	Toxic
336569	Absolutely sad and pathetic that reality television exists. Let that sink in for a minute. It is geared towards provoking absolutely no critical thought about anything. The only thing sorrier than reality television is a newspaper trusted to provide actual news having a regular column recapping the worst possible television produced. Just because something in the universe has Alaska in its name doesn't mean you have to recognize its existence (think Sarah Palin- same thing). It's bad enough these programs were made, but why not leave them as what they are: horrible tv shows, instead of providing free advertising for these programs that are rotting more brains into supporting Trump...or that woman.	Toxic	['pathetic']	Toxic
336575	Find them and kill them.	Toxic	['kill them']	Toxic
336759	Yeah, read your stupid comment.	Toxic	['stupid', 'stupid comment']	Toxic
336829	Flight*S*??? Bastard.	Toxic	['Bastard', 'Flight*S*??? Bastard']	Toxic
336909	Just how stupid are these People?	Toxic	['stupid']	Toxic
337787	"More crap by leftists who only want their ""approved"" opinions aired.  All others are of course racists and bigots and hate speech.  Not how this country works sweetie.  And by the way, it wasn't a girl the article was about - a girl has a vagina - not a penis and testicles.  Maybe you need to educate yourself a bit more."	Toxic	['crap', 'penis', 'vagina']	Toxic
337913	If you're stupid enough to lunge at police with a knife, then you deserve to get shot. If someone lunged at you with knife as to attack and you had a gun, what are you going to do?	Toxic	['stupid']	Toxic
337955	"Let me do ripleys job for him. "" we have a dickhead employee that is a drunken rapist"". Wasnt that hard to tell the truth."	Toxic	['drunken rapist', 'dickhead']	Toxic
337969	Shes not smart enough to be a professor. Just another out of state activist paid to post idiotic left wing bombs	Toxic	['idiotic']	Toxic
338086	I'm watching these idiots staying on old hwy 99, the seediest part of Seattle. In a $10 hooker motel in one room! They don't deserve to ever come back to Seattle. It's one of the most beautiful cities in the US and any Alaskan will agree. These grifters need to be shipped off to Cuba with one time pasport use. They remind me of the people on the infomercial that slopped the spagetti on their feet before they got the lid that would strain it. Smh	Toxic	['idiots', 'staying', 'grifters']	Toxic
338257	If you come at me with a knife and I have a gun, I will shoot you.	Toxic	['knife and I have a gun, I will shoot you', 'I will shoot you']	Non_Toxic
338533	I've always had a soft spot for this passage of the Bible: Yet she increased her prostitution, remembering the days of her youth when she engaged in prostitution in the land of Egypt. She lusted after their genitals – as large as those of donkeys, and their seminal emission was as strong as that of stallions. Ezekiel 23:19	Toxic	['prostitution', 'donkeys']	Toxic
339392	Nice ad hominem attack jambandhamhand.  It is unfortunate that some readers have such self-centered expectations.  I know that you wanted Mr. Cizmar to write ad copy for this food court on steroids, and I appreciate the time it took to lard your sentences with so many adjectives.  You seem spoiled, like milk, and that stinks.  But hey, let's all get excited about something lame.  Whoopee!	Toxic	['attack', 'lame', 'stinks']	Toxic
339503	How long is the red guard going to run this piece of trash	Toxic	['piece of trash']	Toxic
339566	It's not a choice if one was born there you idiot.	Toxic	['idiot']	Toxic
339874	"""Keep 'em stupid. Keep 'em scared. Rob 'em blind."" -- GOP Playbook."	Toxic	['stupid', 'Keep \\', 'em scared. Rob \\']	Toxic
339943	But she’s not a crook, she’s not a liar, and she’s not the screaming reality show candidate her probable Republican opponent most definitely is.  I have a newsflash for you not only is Hillary Clinton a crook and a liar she is without question the most corrupt candidate for president in the history of our Republic. The Clinton foundation is nothing but a front ... She and Bill the pedophile is it as a clearinghouse for all of the bribes they have accepted over the last 30 years. Dena...	Toxic	['Hillary']	Toxic
340282	Save it. Damn the developers.	Toxic	['Damn']	Toxic
341109	Oh dear god. I can hardly believe this. So, Gattis says that the Administration hasn't done enough to cut State spending. What in the hell do you think paying $700 million to the oil industry is? Is that not State spending?  I personally believe the operating budget can be cut, but the big hole in the bucket is where we pay 3/4 of a billion to the oil industry and give them half a million barrels of oil a day. Those who buy into this nonsense are either morons or criminals. Either way, they aren't suited to hold elected office.	Toxic	['morons', 'criminals']	Toxic
341244	Yeah, you are one of the people who helped to inspire Portlandia.  YOU TRANSPLANTS.  We don't feel sorry for you, don't let the door hit you in the ass on the way out.  We won't miss you!	Toxic	['ass']	Toxic
341288	"""...more important than keeping this impetuous, vicious, ignorant and anti-constitutional man from being at that desk.""  Well seeing as description could be evenly applied to both Trump and Ryan, I fail to why Will is so astonished that they formed a ""partnership""."	Toxic	['ignorant', 'ignorant and anti-constitutional']	Toxic
341467	Holy crap, could this paper be anymore liberal?  How about reporting unbiased news.	Toxic	['crap', 'Holy crap']	Toxic
342686	"It's not at all funny when someone suffers an injury or possible brain damage or death. That said, there is a macabre humor in how this occurred. Seriously? It wasn't a nail gun from the tool shed. It was a planned and rather difficult process. What I will never understand is how two people arrive at an agreement to commit some crime or engage in double suicide or any of the other bizarre behaviors that we read about. We often make jokes about our own misfortunes after the fact, don't we? No, this isn't ""funny"" but we will chuckle at the bizarre stupidity of the action."	Toxic	['stupidity', 'someone']	Toxic
343410	Another stupid, hateful story by a clueless writer.	Toxic	['stupid', 'clueless writer', 'hateful']	Toxic
343569	Sucking us all dry by paying for state government for the last 40 years and creating the Permanent fund. Wow.  The state pissed all the money away, they could have easily had $100 Billion in there	Toxic	['Sucking']	Non_Toxic
343704	Botanist.  Why do the idiots always bring politics and presidential candidates into the conversations?    Let's see,  I'll answer my own question.      Answer:   gullibility, stupidity, and living vicariously through the internet.	Toxic	['stupidity', 'idiots']	Toxic
344219	It is too bad for the families of the people it happens to.  But I like to think of some of the occurrences as natural selection.  Only a complete moron would take the risks and do some of the things we read about.	Toxic	['natural selection', 'moron']	Toxic
344679	Who cares what this idiot from the NYT thinks	Toxic	['idiot']	Toxic
344767	You jerks down in JNU are pitiful. Walker, you might've pulled your head out but you haven't grubbed out your ears.	Toxic	['jerks']	Toxic
345123	But she is a liar and a cheat.	Toxic	['cheat', 'liar']	Toxic
345312	why we can't kill these perps is beyond me. one bullet, problem solved.	Toxic	['bullet', 'kill']	Toxic
345658	Damn, she is looking pretty hot...I'd hit that	Toxic	['she']	Toxic
345699	Why is this considered news? Just another idiot fertile myrtle with a lousy life direction wanting 15 min of fame.	Toxic	['idiot', 'idiot fertile myrtle with a lousy life']	Toxic
345764	It took 6 years to put a man on the moon from the time Kennedy proposed it in 63. Check your facts, lest you sound like an ignorant fool.	Toxic	['a man', 'fool', 'ignorant']	Toxic
345966	One good reason to vote for Trump. Hillary is a narcissistic sociopathic liar and those types of liberals are very dangerous.	Toxic	['sociopathic', 'narcissistic sociopathic liar']	Toxic
346064	Would y'all just take this article for what it is? Someone giving their opinion and hopefully giving some advice to people that haven't been to these places? He's not trying to re-write the freaking bible!	Toxic	['freaking']	Non_Toxic
346194	right, because trump pays illegal immigrants who hate him for wanting to clean up the country of their sorry rumps. are you really that stupid or just pretending. ahhh, nobody can be that stupid.	Toxic	['sorry rumps', 'are you really that stupid or just pretending. ahhh, nobody can be that stupid', 'stupid']	Toxic
346453	"She's a fucking holocaust denier, you can play that bullshit ""I wouldn't be here without her"" card if you want but it's as much bullshit as her current political leanings.   Trolling only happens when people are paying attention,  screaming moronic shit so people will pay attention is not trolling, it's being a fucking idiot.  Seriously Amy?  You have only been gone for a month or two?"	Toxic	['idiot', 'ucking holocaust denier', 'fucking', 'bullshit']	Toxic
346475	Not NURSES! Gross	Toxic	['Gross']	Toxic
346915	Stella St Page, That's one of the cheapest dumb blogs ever. Anybody that donates their time to bettering something, anything is doing something more than the complainers. You should be ashamed.	Toxic	['Stella', 'dumb']	Toxic
347464	"Murkowski and Sullivan are clowns and losers who don't know how to run the country? This, according to Trump, ""Our country needs to see winners...we don't see winners anymore,"" and ""We have a bunch of clowns running this country. We have people who don't know what the hell they're doing running the country."" Donald Trump, ADN, Sunday, June 12, 2016, page A-4. Cole misses the point. With or without the endorsement he, Young, Murkowski and Sullivan are nothing but a bunch of losers, as clowns performing in a circus act. I would tend to agree...."	Toxic	['losers', 'clowns']	Toxic
347526	This tragedy was brought to you by an Islamic nutcase who hated gays.	Toxic	['Islamic nutcase']	Toxic
347595	"Those darn dirty mentally ill people, ""irresponsibly"" talking to moose in the dead of winter while freezing to death.  The nerve of them leaving trash in their homeless camp when they awaken at 4 a.m. in order to walk around in below zero weather without adequate clothing to keep from dying of the cold.  No work there!  I mean, everyone has troubles, but these guys clearly have fewer  ""troubles""  than we do, what with our having to clean our nice, warm homes, take out the trash, sleep in a cozy bed at night after taking a hot shower , wash our clothes and the inconvenience of being mentally healthy, so we don't get to be psychotic and take a break from dreary reality.   AmIright? Jeez."	Toxic	['darn']	Toxic
347681	"I'll go you one further.  Anyone declaring allegiance to ""ISIS"" should be handed over to the Islamic Republic and/or Hizbullah for execution."	Toxic	['ISIS']	Toxic
347972	"Thanks Blankenyblank. These threads say it all. True ""nimrods"" don't need or want a lazy way to show there marksmanship abilities. Personally, I've always respected the bow & arrow hunter much more. The skill it requires takes years of practice. tRump is an idiot suggesting that Clinton wants to take away people's right to bear arms, not WMDs. Only the uneducated tRump supporter thinks otherwise."	Toxic	['idiot']	Toxic
347991	Muslims hate gays and want them dead. Islam is the biggest threat to the LGBT folks on this planet. This is probably only the beginning of this sort of thing.	Toxic	['them dead. Islam is t', 'Muslims hate gays']	Toxic
348000	Not a single NRA member was involved in this shooting.  You are a blankenyblank idiot.	Toxic	['idiot', 'You are a blankenyblank idiot']	Toxic
348140	It's people like you that give sad twisted ignorant un-American hatemongers a bad name.	Toxic	['ignorant']	Toxic
348211	"Maybe you could illustrate your brilliance and define "" assault rifle"". Of course you cant you just think you can like all other anti gun idiots"	Toxic	['idiots']	Toxic
348966	Time to deport all muslims. I dont give a rip what you pc idiots think. Time to clean up america. We are overrun with mentally deranged diaperheads.	Toxic	['idiots', 'muslims', 'mentally deranged diaperheads']	Toxic
348980	Make no mistake.  These are a part of the segment of Muslims who are Radical Extreme Muslim Terrorists.  And radical extreme Muslim terrorists hate gays and take pleasure in killing them	Toxic	['hate', 'Muslim terrorists', 'gays', 'Muslims', 'killing them', 'Muslim Terrorists', 'hate gays']	Toxic
349061	If you can't tell from the name, it's a troll account. Hopefully it will be banned quickly. These kind of people are the scum of the earth!	Toxic	['scum']	Toxic
349472	True, but Gays and Lesbians should show a little restraint in their behavior.  Kissing and making out in front of children is taking it too far.  I read that this is what happened in front of the shooter's little 3 year old boy and that is what set him off.  That kind of behavior by Gays is extremism.	Toxic	['restraint', 'Gays']	Toxic
